car_park_no,address,latitude,longitude,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement
B44A,BLK 523/527 BEDOK NORTH STREET 3,1.3344154,103.929855,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B44B,BLKS 556/557 BEDOK NORTH STREET 3,1.3323014,103.92291,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,YES,0,0,N
B45,BLK 537/539 BEDOK NORTH STREET 3,1.3316799,103.92543,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B46,BLK 537 BEDOK NORTH STREET 3,1.3313212,103.92418,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
B47,BLK 540/542 BEDOK NORTH STREET 3,1.3308959,103.92225,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B48,BLK 543/547 BEDOK NORTH STREET 3,1.3300959,103.92342,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B48B,BLK 547C BEDOK NORTH AVENUE 1,1.3299669,103.92576,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.8,Y
B49,BLK 549/551 BEDOK NORTH AVENUE 1,1.3321857,103.92667,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B50,BLK 601/605 BEDOK RESERVOIR ROAD,1.3304471,103.91306,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B50A,BLK 606/610 BEDOK RESERVOIR ROAD,1.3315126,103.912735,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B50B,BLK 609A BEDOK RESERVOIR ROAD,1.331637,103.91195,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
B51,BLK 611/616 BEDOK RESERVOIR ROAD,1.3321465,103.9164,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B52,BLK 617/624 BEDOK RESERVOIR ROAD,1.3339092,103.91789,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B53,BLK 625/629 BEDOK RESERVOIR ROAD,1.3342515,103.91518,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B54,BLK 630/632 BEDOK RESERVOIR ROAD,1.3333638,103.91521,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.3,N
B57,BLK 701/708 BEDOK RESERVOIR ROAD,1.3358434,103.91902,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B59,BLK 716/718/721 BEDOK RESERVOIR ROAD,1.3375089,103.925964,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B6,BLK 204/209 NEW UPPER CHANGI ROAD,1.3263305,103.930336,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B60,BLK 722/725 BEDOK RESERVOIR ROAD,1.3372325,103.929054,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B63,BLK 739/745 BEDOK RESERVOIR ROAD,1.3381537,103.922615,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B65,BLK 155/172 BEDOK SOUTH ROAD/AVE 3,1.320033,103.945656,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
B65L,BLK 152A BEDOK SOUTH ROAD,1.3182341,103.94762,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0,N
B65M,BLK 154 BEDOK SOUTH ROAD,1.3178895,103.946335,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
B66,BLK 637A BEDOK RESERVOIR ROAD,1.3305482,103.90434,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,1.9,N
B67,BLK 649A JALAN TENAGA,1.3320158,103.906395,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
B68,BLK 10A BEDOK SOUTH AVENUE 2,1.3225049,103.93692,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
B69,BLK 94A BEDOK NORTH AVENUE 4,1.3334262,103.94197,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
B6M,BLK 208A NEW UPPER CHANGI ROAD,1.3251733,103.930885,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
B6T,BLK 23 BEDOK SOUTH AVENUE 1,1.3237168,103.93256,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
B7,BLK 211/218 BEDOK NORTH STREET 1,1.3251313,103.93192,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B70,BLK 201 BEDOK NORTH ST 1,1.3262899,103.92799,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
B71,BLK 29C CHAI CHEE AVENUE,1.3242939,103.9243,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
B72,BLK 660A JALAN TENAGA,1.334377,103.90739,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
B73,BLK 651A JALAN TENAGA,1.3324922,103.90697,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2,N
B74,BLK 671A JALAN DAMAI,1.3328469,103.90906,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
B75,BLK 613C BEDOK RESERVOIR ROAD,1.3330705,103.9176,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
B76,BLK 761A BEDOK RESERVOIR VIEW,1.3358996,103.93442,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
B77,BLK 765A BEDOK RESERVOIR VIEW,1.335691,103.93633,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
B78,BLK 769A BEDOK RESERVOIR VIEW,1.3356088,103.938385,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.15,N
B79,BLK 772A BEDOK RESERVOIR VIEW,1.3367761,103.93741,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
B7A,BLK 216/218 BEDOK NORTH ST 1,1.3271317,103.93404,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,2.15,N
B7B,BEDOK CENTRAL,1.3265215,103.93484,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
B8,BLK 201/203 BEDOK NORTH STREET 1,1.3258815,103.928276,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
B80,BLK 739A BEDOK RESERVOIR ROAD,1.3382683,103.92336,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B81,BLK 30A NEW UPPER CHANGI ROAD,1.3232111,103.934944,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
B82,BLK 509B BEDOK NORTH STREET 3,1.3338641,103.93041,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0,N
B83,BLK 21A CHAI CHEE ROAD,1.3264691,103.92227,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
B84,BLK 215A BEDOK CENTRAL,1.3262261,103.934204,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
B85,BLK 184 BEDOK NORTH RD,1.3260802,103.94136,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B86,BLK 114A BEDOK NORTH ST 2,1.3307203,103.93557,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
B87,BLK 13A BEDOK SOUTH RD,1.3205407,103.936195,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2.15,N
B88,BLK 34A BED0K SOUTH AVE 2,1.322273,103.9383,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
B89,BLK 116A BEDOK NORTH ROAD,1.3309592,103.93726,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
B8B,BLK 222 BEDOK NORTH DRIVE,1.3247921,103.92795,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,3,Y
B9,BLK 402/403 BEDOK NORTH AVENUE 3,1.3301727,103.933815,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
B90,BLK 35A BEDOK SOUTH AVE 2,1.3225377,103.93964,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,2.15,N
B91,BLK 630 BEDOK RESERVOIR ROAD,1.3327973,103.91425,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,Y
B92,BLK 2A BEDOK SOUTH AVE 1,1.3216974,103.93394,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B93,BLK 19A BEDOK SOUTH ROAD,1.3204218,103.93417,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
B94,BLK 513A BEDOK NORTH AVE 2,1.3322601,103.92936,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N
B94A,"BLK 512 TO 518, 554 BEDOK NORTH AVE 2",1.3313036,103.92918,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
B95,BLK 220 BEDOK CENTRAL,1.325513,103.93508,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N
B96,BLK 219 BEDOK CENTRAL,1.3249663,103.93295,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,11,2.15,N
B97,BLK 714A BEDOK RESERVOIR ROAD,1.3361558,103.92351,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,2.15,N
B98,BLK 748 BEDOK RESERVOIR CRESCENT,1.3360795,103.92191,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,7,2.15,N
B99M,BLK 807 CHAI CHEE ROAD,1.3274881,103.92276,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N
BA1,106 BIDADARI PARK DRIVE,1.3336527,103.8708,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
BA2,BLK 117 ALKAFF CRESCENT,1.3369045,103.87325,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.15,N
BA3,BLK 101 BIDADARI PARK DRIVE,1.3362716,103.87132,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,2.2,N
BA4,BLK 113 ALKAFF CRESCENT,1.3352592,103.87295,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N
BA5,BLK 109 BIDADARI PARK DRIVE,1.3343396,103.872635,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N
BBB,BLK 232 BRAS BASAH BASEMENT CAR PARK,1.2965801,103.85366,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,1.9,Y
BBM1,BLK 188A BUKIT BATOK WEST AVE 6,1.3464366,103.745384,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2,N
BBM2,BLK 628A BUKIT BATOK CENTRAL,1.350867,103.749886,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.15,N
BBM3,BLK 289H BUKIT BATOK STREET 25,1.3445063,103.75992,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BBM4,BLK 288H BUKIT BATOK STREET 25,1.3455507,103.76018,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,13,2.15,N
BBM5,BLK 290H BUKIT BATOK STREET 24,1.3432429,103.757935,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N
BBM6,BLK 291F BUKIT BATOK STREET 24,1.3428596,103.75505,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,2,N
BBM7,BLK 154A BUKIT BATOK WEST AVE 8,1.3473554,103.7437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2,N
BBM8,BLK 622A BUKIT BATOK CENTRAL,1.3499693,103.74851,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.15,N
BBM9,BLK 395A BUKIT BATOK WEST AVE 5,1.3658307,103.75177,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,16,2.15,N
BE10,BLKS 168-180 BISHAN STREET 13,1.347741,103.853294,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE11,BLK 181-186 BISHAN STREET 13,1.3497795,103.85304,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE12,BLK 187-197 BISHAN STREET 13,1.3500136,103.85096,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE13,BLK 135A BISHAN STREET 12,1.3448856,103.851524,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE14,BLK 167A BISHAN STREET 13,1.3470591,103.85543,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE15,BLK 152A BISHAN STREET 11,1.3451627,103.854836,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,6,1.9,N
BE16,BISHAN PARK I,1.3642995,103.83506,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE17,BISHAN PARK II,1.3630078,103.84768,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE18,BLK 441-455 SIN MING/BRIGHT HILL DRIVE,1.3583511,103.831085,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE19,BLK 503/504 BISHAN STREET 11,1.3488554,103.848206,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE20,BLK 505 BISHAN STREET 11,1.3488915,103.84866,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N
BE21,BLK 506/509 BISHAN STREET 11,1.3486247,103.84904,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BE22,BLK 511/513 BISHAN STREET 13,1.3494366,103.849655,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE23,BLK 514 BISHAN STREET 13,1.3500959,103.84976,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.8,N
BE25,BLK 207A BISHAN STREET 23,1.3551544,103.84831,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE27,BLK 212A BISHAN STREET 23,1.3566562,103.84863,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE3,BLK 401-408 SIN MING AVE,1.3623638,103.834404,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BE30,BLK 231A BISHAN STREET 23,1.357464,103.84644,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE32,BLK 237A BISHAN STREET 22,1.359171,103.84667,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BE34,BLK 246A BISHAN STREET 22,1.3609611,103.84362,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.85,N
BE36,BLK 278-281 BISHAN STREET 24,1.3574952,103.844536,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE37,BLK 282 BISHAN STREET 22,1.3580079,103.84442,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,2,1.95,N
BE38,BLK 283/284 BISHAN STREET 22,1.3588986,103.84457,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N
BE39,BLK 263A BISHAN STREET 22,1.3591964,103.84197,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,10,1.9,N
BE3R,BLK 410A SIN MING AVE,1.3631858,103.83547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.1,N
BE4,BLK 101-116 BISHAN STREET 12,1.3464955,103.84838,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE40,BLK 268A BISHAN STREET 24,1.3573111,103.84264,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
BE42,BLK 290A BISHAN STREET 24,1.3555617,103.84455,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BE44,BLK 448A BRIGHT HILL DRIVE,1.3578308,103.83163,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BE45,BLK 275 BISHAN ST 24,1.3563083,103.84367,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N
BE5,BLK 117-134 BISHAN STREET 12,1.3461773,103.85096,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE6,BLK 135/138 BISHAN STREET 12,1.3447483,103.85188,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE8,"BLK 145-150A, 151 BISHAN STREET 11",1.3444364,103.855316,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BE9,BLK 153-167 BISHAN STREET 13,1.3471702,103.856186,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BH1,BLK 1 THOMSON ROAD,1.3249913,103.84246,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BH2,BLK 2 BALESTIER ROAD,1.326046,103.84276,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BJ1,BLK 130-140 CASHEW ROAD,1.3739567,103.769325,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ10,BLK 234-241 BUKIT PANJANG RING ROAD,1.3789393,103.77065,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ11,BLK 242-245 BUKIT PANJANG RING ROAD,1.3807636,103.77188,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ12,BLK 246-255 BANGKIT ROAD,1.3802533,103.77449,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0,N
BJ13,BLK 270-277 BANGKIT ROAD,1.3770037,103.77478,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0,N
BJ14,BLK 257 BANGKIT ROAD,1.378987,103.77353,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0,N
BJ15,BLK 259A BANGKIT ROAD,1.3774945,103.77378,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,1,3,N
BJ16,BLK 259A BANGKIT ROAD,1.3775065,103.77362,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N
BJ17,BLK 401A FAJAR ROAD,1.3812503,103.76894,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N
BJ18,BLK 401-408 FAJAR ROAD,1.38097,103.76811,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
BJ19,BLK 409-419 FAJAR ROAD,1.3840338,103.76839,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ2,BLK 141-151 GANGSA/PETIR ROAD,1.376135,103.76666,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ20,BLK 420-426 FAJAR ROAD,1.386058,103.76978,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N
BJ21,BLK 427-435 BUKIT PANJANG RING ROAD,1.3859447,103.770676,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ22,BLK 256/257/260 BANGKIT ROAD,1.3782938,103.773506,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
BJ23,BLK 258 BUKIT PANJANG RING ROAD,1.3776345,103.77295,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0,N
BJ24,BLK 436-441 FAJAR ROAD,1.3832675,103.77047,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N
BJ25,BLK 453A FAJAR ROAD,1.3848991,103.77173,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ26,BLK 449A BUKIT PANJANG RING ROAD,1.3838091,103.7727,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ27,BLK 442A FAJAR ROAD,1.3826405,103.77095,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N
BJ28,BLK 170A LOMPANG ROAD,1.3789248,103.76555,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N
BJ29,BLK 505A JELAPANG ROAD,1.3849381,103.767685,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ3,BLK 101/129 GANGSA ROAD/PENDING ROAD,1.3773102,103.76938,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,5.4,N
BJ30,BLK 510A JELAPANG ROAD,1.3870293,103.76898,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ31,BLK 513A JELAPANG ROAD,1.3879389,103.76748,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,2,2.15,N
BJ32,BLK 518A JELAPANG ROAD,1.386564,103.76694,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
BJ33,BLK 234A BUKIT PANJANG RING ROAD,1.3791195,103.77201,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N
